year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio
2022,Senior,Full-time,Data Scientist,210000,Full remote
2022,Senior,Full-time,Data Scientist,150000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,210000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,150000,Full remote
2022,Senior,Full-time,Data Engineer,210000,Full remote
2022,Senior,Full-time,Data Engineer,130000,Full remote
2022,Senior,Full-time,Data Scientist,182750,Full remote
2022,Senior,Full-time,Data Scientist,161500,Full remote
2022,Mid-level,Full-time,Data Analyst,102640,Full remote
2022,Mid-level,Full-time,Data Analyst,66100,Full remote
2022,Senior,Full-time,Research Scientist,210000,Full remote
2022,Senior,Full-time,Research Scientist,150000,Full remote
2022,Senior,Full-time,Data Engineer,198800,On-site work
2022,Senior,Full-time,Data Engineer,122600,On-site work
2022,Mid-level,Full-time,Data Engineer,130000,Full remote
2022,Mid-level,Full-time,Data Engineer,80000,Full remote
2022,Senior,Full-time,Data Scientist,136000,Full remote
2022,Senior,Full-time,Data Scientist,104000,Full remote
2022,Senior,Full-time,Data Analyst,150000,Full remote
2022,Senior,Full-time,Data Analyst,100000,Full remote
2022,Entry-level,Full-time,Data Engineer,160000,On-site work
2022,Entry-level,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Engineer,216000,Full remote
2022,Senior,Full-time,Data Engineer,144000,Full remote
2022,Executive,Full-time,Data Scientist,159000,Full remote
2022,Executive,Full-time,Data Scientist,130000,Full remote
2022,Senior,Full-time,Data Analyst,115934,Full remote
2022,Senior,Full-time,Data Analyst,81666,Full remote
2022,Senior,Full-time,Data Engineer,215000,Full remote
2022,Senior,Full-time,Data Engineer,150000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,246000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,201000,Full remote
2022,Mid-level,Full-time,Data Engineer,187000,Full remote
2022,Mid-level,Full-time,Data Engineer,153000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,255000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,185000,Full remote
2022,Mid-level,Full-time,Data Analyst,430967,On-site work
2022,Mid-level,Full-time,Data Analyst,55410,On-site work
2022,Senior,Full-time,Data Analyst,50432,On-site work
2022,Senior,Full-time,Data Analyst,39925,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Entry-level,Full-time,BI Data Analyst,60938,On-site work
2022,Senior,Full-time,BI Developer,140000,Full remote
2022,Senior,Full-time,BI Developer,120000,Full remote
2022,Mid-level,Full-time,Data Analyst,75000,Full remote
2022,Mid-level,Full-time,Data Analyst,60000,Full remote
2022,Senior,Full-time,3D Computer Vision Researcher,10000,Partially remote
2022,Entry-level,Full-time,Data Analyst,50000,Partially remote
2022,Mid-level,Full-time,MLOps Engineer,134000,Full remote
2022,Mid-level,Full-time,MLOps Engineer,124000,Full remote
2022,Senior,Full-time,Data Analyst,166700,On-site work
2022,Senior,Full-time,Data Analyst,119000,On-site work
2022,Entry-level,Full-time,Data Scientist,124234,On-site work
2022,Entry-level,Full-time,Data Scientist,74540,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,Full remote
2022,Mid-level,Full-time,Data Analyst,65000,Full remote
2021,Mid-level,Full-time,Data Analyst,16904,Partially remote
2022,Entry-level,Full-time,AI Scientist,200000,Partially remote
2022,Entry-level,Full-time,Machine Learning Engineer,12000,Full remote
2022,Senior,Full-time,Data Engineer,220000,Full remote
2022,Senior,Full-time,Data Engineer,146000,Full remote
2022,Senior,Full-time,Data Engineer,68293,On-site work
2022,Senior,Full-time,Data Engineer,36773,On-site work
2022,Senior,Full-time,Data Specialist,110000,On-site work
2022,Senior,Full-time,Data Specialist,70000,On-site work
2022,Entry-level,Full-time,Data Analyst,50000,Partially remote
2022,Senior,Full-time,Data Engineer,120000,On-site work
2022,Senior,Full-time,Data Engineer,95000,On-site work
2022,Mid-level,Full-time,Data Analyst,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Senior,Full-time,Data Scientist,47280,On-site work
2022,Senior,Full-time,Data Scientist,37824,On-site work
2022,Senior,Full-time,Data Architect,190000,Full remote
2022,Senior,Full-time,Data Architect,135000,Full remote
2022,Senior,Full-time,Data Scientist,128000,On-site work
2022,Senior,Full-time,Data Scientist,81500,On-site work
2022,Senior,Full-time,Data Scientist,173000,Full remote
2022,Senior,Full-time,Data Scientist,110000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,192000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,120000,On-site work
2022,Senior,Full-time,Data Analyst,115934,Full remote
2022,Senior,Full-time,Data Analyst,81666,Full remote
2022,Senior,Full-time,Data Analyst,120000,On-site work
2022,Senior,Full-time,Data Analyst,95000,On-site work
2022,Senior,Full-time,Principal Machine Learning Engineer,190000,Full remote
2022,Senior,Full-time,Data Engineer,194000,Full remote
2022,Senior,Full-time,Data Engineer,129400,Full remote
2022,Senior,Full-time,Data Analyst,201000,Full remote
2022,Senior,Full-time,Data Analyst,89200,Full remote
2022,Senior,Full-time,Data Scientist,165000,On-site work
2022,Senior,Full-time,Data Scientist,125000,On-site work
2022,Senior,Full-time,Applied Scientist,230000,Full remote
2022,Senior,Full-time,Applied Scientist,196000,Full remote
2022,Mid-level,Full-time,Machine Learning Engineer,130000,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,90000,On-site work
2022,Mid-level,Full-time,Machine Learning Researcher,150000,Full remote
2022,Mid-level,Full-time,Machine Learning Researcher,100000,Full remote
2022,Mid-level,Full-time,Machine Learning Engineer,230000,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,150000,On-site work
2022,Senior,Full-time,Data Engineer,153600,On-site work
2022,Senior,Full-time,Data Engineer,106800,On-site work
2022,Mid-level,Full-time,Machine Learning Researcher,130000,Full remote
2022,Mid-level,Full-time,Machine Learning Researcher,100000,Full remote
2022,Senior,Full-time,Data Engineer,216000,Full remote
2022,Senior,Full-time,Data Engineer,144000,Full remote
2022,Mid-level,Full-time,Data Scientist,180000,On-site work
2022,Mid-level,Full-time,Data Scientist,120000,On-site work
2022,Entry-level,Full-time,Data Engineer,160000,On-site work
2022,Entry-level,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Analyst,192500,Full remote
2022,Senior,Full-time,Data Analyst,140000,Full remote
2022,Senior,Full-time,Data Engineer,152500,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Senior,Full-time,Data Analyst,65000,Full remote
2022,Senior,Full-time,Data Analyst,55000,Full remote
2022,Senior,Full-time,Data Engineer,178750,On-site work
2022,Senior,Full-time,Data Engineer,160000,On-site work
2022,Mid-level,Full-time,Data Scientist,63040,Full remote
2022,Mid-level,Full-time,Data Scientist,52533,Full remote
2022,Mid-level,Full-time,Machine Learning Scientist,165000,On-site work
2022,Mid-level,Full-time,Machine Learning Scientist,135000,On-site work
2022,Senior,Full-time,Analytics Engineer,170000,Full remote
2022,Senior,Full-time,Analytics Engineer,125000,Full remote
2022,Senior,Full-time,Data Engineer,105000,On-site work
2022,Senior,Full-time,Data Engineer,70000,On-site work
2022,Senior,Full-time,Data Scientist,130000,On-site work
2022,Senior,Full-time,Data Scientist,95000,On-site work
2022,Senior,Full-time,Data Scientist,203500,On-site work
2022,Senior,Full-time,Data Scientist,152000,On-site work
2022,Senior,Full-time,Data Engineer,197430,Full remote
2022,Senior,Full-time,Data Engineer,134760,Full remote
2022,Mid-level,Full-time,Data Scientist,120000,Full remote
2022,Senior,Full-time,Data Engineer,197000,On-site work
2022,Senior,Full-time,Data Engineer,99000,On-site work
2022,Senior,Full-time,Data Engineer,220000,Full remote
2022,Senior,Full-time,Data Engineer,162000,Full remote
2022,Mid-level,Full-time,Data Engineer,110446,On-site work
2022,Mid-level,Full-time,Data Engineer,79178,On-site work
2022,Mid-level,Full-time,Data Science Consultant,70186,On-site work
2022,Mid-level,Full-time,Data Science Consultant,51716,On-site work
2022,Senior,Full-time,Data Architect,149040,Full remote
2022,Senior,Full-time,Data Architect,113900,Full remote
2020,Mid-level,Full-time,Business Data Analyst,95000,On-site work
2021,Senior,Full-time,Data Analyst,115000,Full remote
2022,Senior,Full-time,Data Analyst,171000,Full remote
2022,Entry-level,Full-time,Data Analytics Engineer,13000,Full remote
2022,Senior,Full-time,Data Engineer,100000,On-site work
2022,Senior,Full-time,Data Engineer,78000,On-site work
2022,Senior,Full-time,Data Engineer,120000,On-site work
2022,Senior,Full-time,Data Engineer,95000,On-site work
2022,Senior,Full-time,Data Specialist,110000,On-site work
2022,Senior,Full-time,Data Specialist,70000,On-site work
2022,Entry-level,Freelance,Data Analytics Consultant,50000,Full remote
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Mid-level,Full-time,Data Analyst,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Senior,Full-time,Data Engineer,230000,Full remote
2022,Senior,Full-time,Data Engineer,154600,Full remote
2022,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2022,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2022,Mid-level,Full-time,Data Engineer,160000,Full remote
2022,Mid-level,Full-time,Data Engineer,75000,Full remote
2022,Senior,Full-time,Data Scientist,47280,On-site work
2022,Senior,Full-time,Data Scientist,37824,On-site work
2022,Senior,Full-time,Data Engineer,213000,On-site work
2022,Senior,Full-time,Data Engineer,152000,On-site work
2022,Senior,Full-time,Data Scientist,140000,Full remote
2022,Senior,Full-time,Data Scientist,120000,Full remote
2022,Senior,Full-time,Data Scientist,110000,On-site work
2022,Senior,Full-time,Data Scientist,70000,On-site work
2022,Senior,Full-time,Machine Learning Software Engineer,227200,Full remote
2022,Senior,Full-time,Machine Learning Software Engineer,168000,Full remote
2021,Entry-level,Full-time,3D Computer Vision Researcher,20000,On-site work
2022,Mid-level,Full-time,Data Scientist,64090,On-site work
2022,Mid-level,Full-time,Data Scientist,60938,On-site work
2022,Senior,Full-time,ML Engineer,243000,Full remote
2022,Senior,Full-time,ML Engineer,183000,Full remote
2022,Senior,Full-time,Data Engineer,175000,On-site work
2022,Senior,Full-time,Data Engineer,150000,On-site work
2022,Mid-level,Full-time,Data Scientist,130000,Full remote
2022,Mid-level,Full-time,Data Scientist,90000,Full remote
2022,Mid-level,Full-time,Data Analyst,165000,On-site work
2022,Mid-level,Full-time,Data Analyst,124000,On-site work
2022,Senior,Full-time,Data Engineer,178000,On-site work
2022,Senior,Full-time,Data Engineer,132000,On-site work
2022,Senior,Full-time,Data Engineer,300000,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Senior,Full-time,Data Analyst,116000,Full remote
2022,Senior,Full-time,Data Analyst,96000,Full remote
2022,Senior,Full-time,Data Analyst,92350,On-site work
2022,Senior,Full-time,Data Analyst,70186,On-site work
2022,Senior,Full-time,Data Analyst,105000,On-site work
2022,Senior,Full-time,Data Analyst,70000,On-site work
2022,Mid-level,Full-time,Machine Learning Researcher,105236,Partially remote
2022,Senior,Full-time,Data Engineer,194000,Full remote
2022,Senior,Full-time,Data Engineer,129400,Full remote
2022,Senior,Full-time,Data Architect,190000,Full remote
2022,Senior,Full-time,Data Architect,135000,Full remote
2022,Senior,Full-time,Data Analyst,100000,On-site work
2022,Senior,Full-time,Data Analyst,70000,On-site work
2022,Entry-level,Full-time,Machine Learning Engineer,189750,On-site work
2022,Entry-level,Full-time,Machine Learning Engineer,140250,On-site work
2022,Senior,Full-time,Data Analyst,130000,On-site work
2022,Senior,Full-time,Data Analyst,100000,On-site work
2022,Mid-level,Full-time,Data Analyst,160000,On-site work
2022,Mid-level,Full-time,Data Analyst,109000,On-site work
2022,Senior,Full-time,Research Engineer,250000,On-site work
2022,Senior,Full-time,Research Engineer,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,206000,On-site work
2022,Mid-level,Full-time,Data Analyst,160000,On-site work
2022,Senior,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Engineer,120000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,115573,Full remote
2022,Senior,Full-time,Machine Learning Engineer,73546,Full remote
2022,Entry-level,Full-time,Data Engineer,160000,On-site work
2022,Entry-level,Full-time,Data Engineer,135000,On-site work
2022,Mid-level,Full-time,Data Analyst,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Mid-level,Full-time,Data Engineer,120000,On-site work
2022,Mid-level,Full-time,Data Engineer,95000,On-site work
2022,Senior,Full-time,Data Engineer,68293,On-site work
2022,Senior,Full-time,Data Engineer,42026,On-site work
2022,Senior,Full-time,Data Engineer,191200,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Senior,Full-time,Data Engineer,191200,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Entry-level,Full-time,Machine Learning Research Engineer,66192,Partially remote
2022,Entry-level,Full-time,3D Computer Vision Researcher,50000,Full remote
2022,Senior,Full-time,Data Engineer,230000,On-site work
2022,Senior,Full-time,Data Engineer,154600,On-site work
2022,Senior,Full-time,Data Engineer,120000,On-site work
2022,Senior,Full-time,Data Engineer,95000,On-site work
2022,Senior,Full-time,Data Scientist,140000,On-site work
2022,Senior,Full-time,Data Scientist,120000,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Mid-level,Full-time,Data Analyst,80000,Full remote
2022,Senior,Full-time,Data Engineer,185900,On-site work
2022,Senior,Full-time,Data Engineer,129300,On-site work
2022,Senior,Full-time,Analytics Engineer,135000,On-site work
2022,Senior,Full-time,Analytics Engineer,110000,On-site work
2022,Mid-level,Full-time,Data Analytics Manager,155000,On-site work
2022,Mid-level,Full-time,Data Analytics Manager,140000,On-site work
2022,Senior,Full-time,Data Engineer,205000,Full remote
2022,Senior,Full-time,Data Engineer,150000,Full remote
2022,Senior,Full-time,Data Engineer,179500,On-site work
2022,Senior,Full-time,Data Engineer,134000,On-site work
2022,Mid-level,Full-time,Data Scientist,180000,On-site work
2022,Mid-level,Full-time,Data Scientist,120000,On-site work
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Data Scientist,175000,Full remote
2022,Senior,Full-time,Data Scientist,145000,Full remote
2022,Senior,Full-time,Data Architect,235000,Full remote
2022,Senior,Full-time,Data Architect,175000,Full remote
2022,Entry-level,Full-time,Data Science Consultant,27317,Partially remote
2022,Mid-level,Full-time,Data Engineer,160000,Full remote
2022,Mid-level,Full-time,Data Engineer,90000,Full remote
2022,Senior,Full-time,Data Engineer,68293,On-site work
2022,Senior,Full-time,Data Engineer,36773,On-site work
2022,Senior,Full-time,Data Engineer,145000,On-site work
2022,Senior,Full-time,Data Engineer,115000,On-site work
2022,Mid-level,Full-time,Data Specialist,165000,On-site work
2022,Mid-level,Full-time,Data Specialist,135000,On-site work
2022,Senior,Full-time,Data Engineer,168400,On-site work
2022,Senior,Full-time,Data Engineer,105200,On-site work
2022,Mid-level,Full-time,Deep Learning Engineer,86193,Full remote
2022,Mid-level,Full-time,Deep Learning Engineer,49253,Full remote
2022,Senior,Full-time,Data Engineer,200000,On-site work
2022,Senior,Full-time,Data Engineer,160000,On-site work
2022,Senior,Full-time,Data Scientist,47280,On-site work
2022,Senior,Full-time,Data Scientist,37824,On-site work
2022,Senior,Full-time,Data Scientist,198800,On-site work
2022,Senior,Full-time,Data Scientist,122600,On-site work
2022,Entry-level,Freelance,Machine Learning Engineer,100000,Full remote
2022,Mid-level,Full-time,BI Data Analyst,105066,Partially remote
2022,Senior,Full-time,Data Analyst,130000,On-site work
2022,Senior,Full-time,Data Analyst,100000,On-site work
2022,Mid-level,Full-time,Analytics Engineer,104663,On-site work
2022,Mid-level,Full-time,Analytics Engineer,73880,On-site work
2022,Senior,Full-time,Data Engineer,125000,Full remote
2022,Senior,Full-time,Data Engineer,110000,Full remote
2022,Mid-level,Full-time,Data Analyst,165000,On-site work
2022,Mid-level,Full-time,Data Analyst,124000,On-site work
2022,Senior,Full-time,Data Scientist,148000,Full remote
2022,Senior,Full-time,Data Scientist,107000,Full remote
2022,Mid-level,Full-time,Data Analyst,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Entry-level,Full-time,Data Engineer,160000,On-site work
2022,Entry-level,Full-time,Data Engineer,135000,On-site work
2022,Mid-level,Full-time,Data Engineer,120000,On-site work
2022,Mid-level,Full-time,Data Engineer,95000,On-site work
2022,Senior,Full-time,Data Engineer,153600,On-site work
2022,Senior,Full-time,Data Engineer,106800,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Mid-level,Full-time,Data Analyst,65000,On-site work
2022,Mid-level,Full-time,Data Engineer,120000,On-site work
2022,Mid-level,Full-time,Data Engineer,95000,On-site work
2022,Senior,Full-time,Data Engineer,63040,On-site work
2022,Senior,Full-time,Data Engineer,36773,On-site work
2022,Executive,Full-time,Data Engineer,310000,Full remote
2022,Executive,Full-time,Data Engineer,239000,Full remote
2022,Senior,Full-time,Data Science Manager,299500,On-site work
2022,Senior,Full-time,Data Science Manager,245100,On-site work
2022,Senior,Full-time,Data Scientist,168000,Full remote
2022,Senior,Full-time,Data Scientist,130000,Full remote
2022,Senior,Full-time,Data Scientist,136000,Full remote
2022,Senior,Full-time,Data Scientist,104000,Full remote
2022,Mid-level,Full-time,Data Engineer,161000,Full remote
2022,Mid-level,Full-time,Data Engineer,118000,Full remote
2022,Senior,Full-time,Applied Scientist,205000,Full remote
2022,Senior,Full-time,Applied Scientist,184000,Full remote
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Data Science Manager,247500,On-site work
2022,Senior,Full-time,Data Science Manager,172200,On-site work
2022,Senior,Full-time,Data Management Specialist,68293,On-site work
2022,Senior,Full-time,Data Analyst,177000,On-site work
2022,Senior,Full-time,Data Analyst,131000,On-site work
2022,Senior,Full-time,Applied Scientist,205000,Full remote
2022,Senior,Full-time,Applied Scientist,184000,Full remote
2022,Senior,Full-time,Data Engineer,146000,On-site work
2022,Senior,Full-time,Data Engineer,102000,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Senior,Full-time,Applied Scientist,230000,Full remote
2022,Senior,Full-time,Applied Scientist,196000,Full remote
2022,Senior,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Engineer,100000,On-site work
2022,Mid-level,Full-time,Data Engineer,80000,On-site work
2022,Mid-level,Full-time,Data Engineer,65000,On-site work
2022,Senior,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Engineer,100000,On-site work
2022,Senior,Full-time,Data Engineer,61566,Full remote
2022,Senior,Full-time,Data Engineer,43096,Full remote
2022,Mid-level,Full-time,Data Engineer,175000,Full remote
2022,Mid-level,Full-time,Data Engineer,135000,Full remote
2022,Entry-level,Full-time,Data Scientist,80000,On-site work
2022,Senior,Full-time,Data Engineer,231250,Full remote
2022,Senior,Full-time,Data Engineer,138750,Full remote
2022,Senior,Full-time,Analytics Engineer,193750,Full remote
2022,Senior,Full-time,Analytics Engineer,116250,Full remote
2022,Senior,Full-time,Data Engineer,231250,Full remote
2022,Senior,Full-time,Data Engineer,138750,Full remote
2022,Senior,Full-time,Analytics Engineer,231250,Full remote
2022,Senior,Full-time,Analytics Engineer,138750,Full remote
2022,Senior,Full-time,Analytics Engineer,231250,Full remote
2022,Senior,Full-time,Analytics Engineer,138750,Full remote
2022,Senior,Full-time,Data Engineer,193750,Full remote
2022,Senior,Full-time,Data Engineer,116250,Full remote
2022,Senior,Full-time,Data Scientist,208000,Full remote
2022,Senior,Full-time,Data Scientist,127000,Full remote
2022,Senior,Full-time,Research Scientist,300000,Full remote
2022,Senior,Full-time,Research Scientist,196000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2022,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2021,Mid-level,Freelance,Autonomous Vehicle Technician,45555,Partially remote
2022,Senior,Full-time,Data Engineer,185900,On-site work
2022,Senior,Full-time,Data Engineer,129300,On-site work
2022,Senior,Full-time,Data Scientist,47280,On-site work
2022,Senior,Full-time,Data Scientist,37824,On-site work
2022,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2022,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2022,Senior,Full-time,Data Scientist,205000,Full remote
2022,Senior,Full-time,Data Scientist,185000,Full remote
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Machine Learning Engineer,247500,On-site work
2022,Senior,Full-time,Machine Learning Engineer,172200,On-site work
2022,Entry-level,Full-time,Data Engineer,160000,On-site work
2022,Entry-level,Full-time,Data Engineer,135000,On-site work
2022,Mid-level,Full-time,Data Analyst,150000,On-site work
2022,Mid-level,Full-time,Data Analyst,100000,On-site work
2022,Senior,Full-time,Data Analyst,110000,On-site work
2022,Senior,Full-time,Data Analyst,95000,On-site work
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Applied Scientist,205000,Full remote
2022,Senior,Full-time,Applied Scientist,184000,Full remote
2022,Entry-level,Full-time,Data Scientist,17684,Full remote
2022,Senior,Full-time,Data Science Tech Lead,375000,Partially remote
2022,Senior,Full-time,Data Engineer,191200,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Senior,Full-time,Data Scientist,225000,On-site work
2022,Senior,Full-time,Data Scientist,156400,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Senior,Full-time,Machine Learning Engineer,204500,On-site work
2022,Senior,Full-time,Machine Learning Engineer,142200,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,104663,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,80036,On-site work
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Data Scientist,140700,On-site work
2022,Senior,Full-time,Data Scientist,93800,On-site work
2022,Senior,Full-time,Data Scientist,350000,Full remote
2022,Senior,Full-time,Data Scientist,135000,Full remote
2022,Senior,Full-time,Data Analyst,115934,Full remote
2022,Senior,Full-time,Data Analyst,81666,Full remote
2022,Entry-level,Part-time,BI Analyst,12000,Full remote
2022,Mid-level,Full-time,Machine Learning Engineer,104697,Full remote
2022,Entry-level,Full-time,Machine Learning Developer,33000,Full remote
2022,Entry-level,Full-time,Machine Learning Scientist,34672,Full remote
2022,Senior,Full-time,Machine Learning Engineer,201000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,119000,On-site work
2022,Senior,Full-time,Data Engineer,175000,Full remote
2022,Senior,Full-time,Data Engineer,150000,Full remote
2022,Senior,Full-time,Data Analyst,154560,On-site work
2022,Senior,Full-time,Data Analyst,123648,On-site work
2022,Senior,Full-time,Data Analyst,130000,On-site work
2022,Senior,Full-time,Data Analyst,100000,On-site work
2022,Mid-level,Full-time,Data Engineer,170000,On-site work
2022,Mid-level,Full-time,Data Engineer,145000,On-site work
2022,Senior,Full-time,Data Engineer,135000,Full remote
2022,Senior,Full-time,Data Engineer,100000,Full remote
2022,Senior,Full-time,Data Scientist,247500,On-site work
2022,Senior,Full-time,Data Scientist,172200,On-site work
2022,Senior,Full-time,Data Scientist,177500,Full remote
2022,Senior,Full-time,Data Scientist,134000,Full remote
2022,Senior,Full-time,Data Scientist,185900,On-site work
2022,Senior,Full-time,Data Scientist,129300,On-site work
2022,Senior,Full-time,Data Architect,192564,Full remote
2022,Senior,Full-time,Data Architect,144854,Full remote
2022,Senior,Full-time,Data Analyst,130000,On-site work
2022,Senior,Full-time,Data Analyst,105000,On-site work
2022,Senior,Full-time,Data Engineer,179305,Full remote
2022,Senior,Full-time,Data Engineer,142127,Full remote
2022,Senior,Full-time,Data Engineer,315000,Full remote
2022,Senior,Full-time,Data Engineer,225000,Full remote
2022,Senior,Full-time,Data Scientist,243900,Full remote
2022,Senior,Full-time,Data Scientist,156600,Full remote
2022,Mid-level,Full-time,Data Analyst,206000,On-site work
2022,Mid-level,Full-time,Data Analyst,160000,On-site work
2022,Mid-level,Full-time,Data Analyst,109000,On-site work
2022,Mid-level,Full-time,Data Analyst,79000,On-site work
2022,Mid-level,Full-time,Data Analyst,160000,On-site work
2022,Mid-level,Full-time,Data Analyst,109000,On-site work
2022,Mid-level,Full-time,Data Scientist Lead,89306,Partially remote
2022,Senior,Full-time,Data Engineer,182500,Full remote
2022,Senior,Full-time,Data Engineer,128500,Full remote
2022,Mid-level,Full-time,Data Engineer,160000,Full remote
2022,Mid-level,Full-time,Data Engineer,90000,Full remote
2022,Entry-level,Full-time,Data Manager,77300,Full remote
2022,Entry-level,Full-time,Data Manager,45600,Full remote
2022,Senior,Full-time,Data Analyst,127000,Full remote
2022,Senior,Full-time,Data Analyst,110000,Full remote
2022,Senior,Full-time,Data Architect,210000,Full remote
2022,Senior,Full-time,Data Architect,136000,Full remote
2022,Senior,Full-time,Cloud Data Engineer,12608,Full remote
2022,Senior,Full-time,Data Engineer,170000,Full remote
2022,Senior,Full-time,Data Engineer,140000,Full remote
2022,Senior,Full-time,Data Engineer,247500,On-site work
2022,Senior,Full-time,Data Engineer,172200,On-site work
2022,Senior,Full-time,Data Engineer,225000,On-site work
2022,Senior,Full-time,Data Engineer,184100,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,130000,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,90000,On-site work
2022,Mid-level,Full-time,Data Scientist,120000,Full remote
2022,Mid-level,Full-time,Data Scientist,100000,Full remote
2022,Mid-level,Full-time,Data Scientist,85000,Full remote
2022,Mid-level,Full-time,Data Scientist,78000,Full remote
2022,Senior,Full-time,Data Engineer,161000,Full remote
2022,Senior,Full-time,Data Engineer,110000,Full remote
2022,Senior,Full-time,Data Scientist,136000,Full remote
2022,Senior,Full-time,Data Scientist,104000,Full remote
2022,Senior,Full-time,Data Scientist,47280,On-site work
2022,Senior,Full-time,Data Scientist,37824,On-site work
2022,Executive,Full-time,Head of Data,205000,On-site work
2022,Executive,Full-time,Head of Data,160000,On-site work
2022,Senior,Full-time,Data Analyst,169000,On-site work
2022,Senior,Full-time,Data Analyst,110600,On-site work
2022,Entry-level,Full-time,Data Engineer,61566,Full remote
2022,Entry-level,Full-time,Data Engineer,49253,Full remote
2022,Senior,Full-time,Data Engineer,160000,On-site work
2022,Senior,Full-time,Data Engineer,130000,On-site work
2022,Senior,Full-time,Data Scientist,245000,On-site work
2022,Senior,Full-time,Data Scientist,180000,On-site work
2022,Senior,Full-time,Data Engineer,135000,On-site work
2022,Senior,Full-time,Data Engineer,100000,On-site work
2022,Senior,Full-time,Data Engineer,220000,On-site work
2022,Senior,Full-time,Data Engineer,150000,On-site work
2022,Senior,Full-time,Data Scientist,198440,On-site work
2022,Senior,Full-time,Data Scientist,144000,On-site work
2022,Senior,Full-time,Data Engineer,240000,On-site work
2022,Senior,Full-time,Data Engineer,170000,On-site work
2022,Senior,Full-time,Data Scientist,198440,On-site work
2022,Senior,Full-time,Data Scientist,144000,On-site work
2022,Mid-level,Full-time,Data Analyst,150000,Full remote
2022,Mid-level,Full-time,Data Analyst,100000,Full remote
2022,Senior,Full-time,Data Analyst,120000,On-site work
2022,Senior,Full-time,Data Analyst,95000,On-site work
